,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
22,IN,GOA,,,,,, 15 31 8 N ,73 53 23 E,15.516666666666667,73.88333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Goa Airport Airport
23,IN,GOPALPUR, Gopalpur Port Project ,"Arjnipali Chatrapur, Orissa 761020 India", 91-6811-62703 ,,, 19 18 9 N ,84 58 9 E,19.3,84.96666666666667," Pier, Jetty or Wharf ", Very Small ,,173.0,63310,,Yes,Small,Good,,Coastal Breakwater,,,Yes,No,Yes,,,0.0,,,Yes,Yes,,,,Yes,Yes,,,,,,Yes,Yes,,,Yes,,,,,Limited,,,Biju Patnaik International Airport
24,IN,HALDIA, Kolkata Port Trust ,"Haldia, Purba Medinipur, West Bengal 721657 India", 91-03224 263-114 ,, haldia.dock@nic.in , 22 1 13 N ,88 4 20 E,22.016666666666666,88.06666666666666, Seaport , Medium ,Yes,,,Yes,Yes, Very Small , Fair , Over 500 feet in length , River Natural ,Yes,Yes,No,,No,26 - 30 ft,31 - 35 ft,3.0,36 - 40 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,No, Limited ,Up to 200 tons,657 ft to 984 ft,Netaji Subhash Chandra Bose Airport
25,IN,HAZIRA,,,,,, 21 6 27 N ,72 39 4 E,21.1,72.65,,,No,173.0,63091/80,No,Yes,Small,Poor,over 500 feet,Coastal Breakwater,Yes,,Yes,No,Yes,41 - 45 ft,41 - 45 ft,7.0,36 - 40 ft,41 - 45 ft,Yes,Yes,Yes,,Yes,Yes,,,,,,,No,No,,,,No,,,,,,,Surat Airport
26,IN,HONAVAR, Honavar Port Authority ,"Honavar, Karanataka 581395 India",,,, 14 16 43 N ,74 26 50 E,14.266666666666667,74.43333333333334, Harbor , Very Small ,Yes,,,No,, Very Small , Fair , Over 500 feet in length , Open Roadstead ,,,No,,Yes,,,,31 - 35 ft,,No,Yes,Yes,,Yes,Yes,No,,,,,,,,,Yes,Yes,No,,Yes,No,,,,Goa Airport Airport
27,IN,JAFARABAD,,,,,, 20 52 0 N ,71 22 0 E,20.866666666666667,71.36666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Diu Airport
28,IN,JAIGAD,,,,,, 17 19 53 N ,73 13 17 E,17.316666666666666,73.21666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kohlapur Airport
29,IN,JAKHAU,,,,,, 23 14 0 N ,68 35 49 E,23.23333333333333,68.58333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Bhuj Airport
30,IN,JAWAHARLAL NEHRU PORT, Jawaharlal Nehru Port Trust (JNPT) ,"Administrative Building Sheva Navi, Maharashtra 400707 India", 91-22-7242322 , 91-22-7242325 , jawahar@giasbm01.vsnl.net.in , 18 56 60 N ,72 56 59 E,18.933333333333334,72.93333333333334, Seaport , Large ,Yes,,,,Yes, Large , Good , Over 500 feet in length , Coastal Tide Gate ,,,Yes,Yes,Yes,31 - 35 ft,26 - 30 ft,3.0,41 - 45 ft,31 - 35 ft,,Yes,Yes,Yes,Yes,Yes,No,,,Yes,Yes,,Yes,,Yes,,,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Chhatrapati Shivaji Maharaj Airport
31,IN,KAKINADA, Kakinada Seaports Limited ,"2nd Floor, Port Administrative Building Beach Road Kakinada, Andhra Pradesh 533 007 India", 91 884 - 2365089 , 91 884 - 2385402 , mails@kakinadaseaports.in , 16 56 23 N ,82 15 48 E,16.933333333333334,82.25, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajahmundry Airport
32,IN,KANDLA, Kandla Port Trust ,"Post Box 50 Administrative Building Gandhidham, Gujarat 370 201 India", 91 2836 221347 , 91 2836 232040 , kpt@kandlaport.com , 23 0 27 N ,70 13 18 E,23.0,70.21666666666667, Seaport , Large ,Yes,173.0,,No,Yes, Small , Good , Over 500 feet in length , River Natural ,,Yes,Yes,No,Yes,11 - 15 ft,26 - 30 ft,5.0,31 - 35 ft,31 - 35 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Kandla Airport
33,IN,KANPUR,,,,,, 26 21 42 N ,80 23 57 E,26.35,80.38333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kanpur Airport
34,IN,KANYAKUMARI PORT,,,,,, 8 4 42 N ,77 32 25 E,8.066666666666666,77.53333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Thiruvananthapuram International Airport
35,IN,KARWAR, The Director of Ports and IWT ,"Baithkol Karwar, Karnataka 581302 India", 91 838 226342 , 91 838 221488 ,, 14 48 53 N ,74 7 32 E,14.8,74.11666666666666, Seaport , Small ,Yes,173.0,63110,No,Yes, Very Small , Fair , Over 500 feet in length , Coastal Natural ,Yes,Yes,No,No,Yes,31 - 35 ft, 6 - 10 feet 1.8 - 3 meters ,1.0,21 - 25 ft, 6 - 10 feet 1.8 - 3 meters ,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,No, Limited ,Up to 200 tons,,Goa Airport Airport
36,IN,KATTUPALLI,,,,,, 13 18 17 N ,80 21 21 E,13.3,80.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennai International Airport
37,IN,KRISHNAPATNAM, Krishnapatnam Port Company Ltd. ,"1259, Laxmi Towers, Road No.36, Jubilee Hills Hyderabad 500 033 India", 91 40 2354 6563 , 91 40 2354 8243 , info@krishnapatnam.com , 14 17 50 N ,80 8 57 E,14.283333333333333,80.13333333333334, Seaport , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tirupati Airport
38,IN,KUNDAPUR, Kundapur Port Authority ,"Coondapur Gangolli, Karnataka 576216 India", 91 825 445072 , 91 838 221488 ,, 13 37 24 N ,74 40 17 E,13.616666666666667,74.66666666666667, River Port , Very Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangalore Airport
39,IN,LUDHIANA,,,,,, 30 54 21 N ,75 50 48 E,30.9,75.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Ludhiana Airport
40,IN,MADRAS,,,,,, 13 14 11 N ,80 19 45 E,13.233333333333333,80.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Chennai International Airport
41,IN,MAGDALLA, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar, Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 21 6 22 N ,72 37 58 E,21.1,72.61666666666666, Seaport , Medium ,Yes,173.0,63091/80,No,Yes,Very Small,Good,less than 500 feet,River Natural,No,,Yes,No,Yes,21 - 25 ft,11 - 15 ft,5.0,36 - 40 ft,,No,Yes,,,Yes,Yes,Yes,,,,,Yes,Yes,No,,Yes,,Yes,,Yes,,Limited,Up to 200 tons,Up to 656 ft,Surat Airport
42,IN,MAHE,,,,,, 33 16 26 N ,78 30 40 E,33.266666666666666,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Thoise Airport
43,IN,MALPE, Malpe Port Authority ,Deputy Port Conservator Port Office Malpe 576118 India,,,, 13 20 60 N ,74 42 0 E,13.333333333333336,74.7, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangalore Airport
44,IN,MANDVI, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar, Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 22 49 27 N ,69 21 49 E,22.816666666666666,69.35, Seaport , Medium ,Yes,173.0,63062,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,No,Yes,Yes,No,No,76 - over ft,11 - 15 ft,3.0,21 - 25 ft,,No,No,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,,No,,,,,Mundra Airport
45,IN,MANGALORE, New Mangalore Port Trust ,Panambur Manglore 575010 India, 091-824-2407341 , 091-824-2408390 , nmptchairman@sify.com , 12 54 2 N ,74 49 25 E,12.9,74.81666666666666, Seaport , Medium ,Yes,,,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,,No,31 - 35 ft,21 - 25 ft,1.0, 56 - 60 feet 17.1 - 18.2 meters ,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes, Limited ,,,Mangalore Airport
46,IN,MARMAGOA,,,,,, 15 24 17 N ,73 48 17 E,15.4,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Goa Airport Airport
47,IN,MORADABAD,,,,,, 28 30 0 N ,78 28 11 E,28.5,78.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Bareilly Airport
48,IN,MULGUND,,,,,, 15 9 0 N ,75 19 11 E,15.15,75.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Hubli Airport
49,IN,MUMBAI,,,,,, 19 2 47 N ,72 50 14 E,19.03333333333333,72.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Juhu Airport
50,IN,MUNDRA, Adani Group ,"Post Box No. 1 Mundra ( Kutch), Gujarat 370421 India", 91-2838-289248 , 91-2838-289200 , mktg@portofmundra.com , 22 47 42 N ,69 44 48 E,22.78333333333333,69.73333333333333, Seaport , Medium ,Yes,173.0,63062,No,Yes,Small,None,over 500 feet,Open Roadstead,Yes,Yes,No,No,No,56 - 60 ft,51 - 55 ft,5.0,36 - 40 ft,76 - over ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,Limited,Up to 200 tons,,Mundra Airport
51,IN,NAGAPATTINAM, Nagapattinam Port Authority ,"Port officer, 1st line Beach Road Nagapatinam, Tamilnadu India", 91- 04365-42255 ,,, 10 46 0 N ,79 50 60 E,10.766666666666667,79.83333333333333, Seaport , Small ,Yes,,,No,Yes, Small , Poor , Over 500 feet in length , Open Roadstead ,,,No,,No,26 - 30 ft,46 - 50 ft,1.0,36 - 40 ft,,No,No,Yes,,Yes,Yes,No,,,,,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes, None ,Up to 200 tons,,Thanjavur Airport
52,IN,NAVLAKHI, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar, Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 22 57 23 N ,70 27 49 E,22.95,70.45, Seaport , Medium ,Yes,173.0,,No,Yes, Very Small , Fair , Over 500 feet in length , River Natural ,,Yes,Yes,No,No,31 - 35 ft, 6 - 10 feet 1.8 - 3 meters ,5.0,26 - 30 ft,,No,Yes,Yes,,Yes,Yes,No,,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,No, Limited ,Up to 200 tons,Up to 656 ft,Kandla Airport
53,IN,NEENDAKARA, Ports Department Government of Kerala ,"Vellayambalam Trivandrum, Kerala 605033 India", 91-471-324533 , 91-471-324842 ,, 8 52 59 N ,76 34 0 E,8.866666666666667,76.56666666666666, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thiruvananthapuram International Airport
54,IN,NEW DELHL,,,,,, 28 38 15 N ,77 12 20 E,28.63333333333333,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Safdarjung Airport
55,IN,NEW MANGALORE,,,,,, 12 55 57 N ,74 48 24 E,12.916666666666664,74.8,,,Yes,173.0,,No,Yes,Medium,Fair,over 500 feet,Coastal Breakwater,Yes,Yes,No,No,No,46 - 51 ft,46 - 51 ft,2.0,56 - 60 ft,46 - 51 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Limited,Up to 200 tons,,Mangalore Airport
56,IN,NEW TUTICORIN,,,,,, 8 26 59 N ,78 7 47 E,8.433333333333334,78.11666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Tuticorin Airport
57,IN,NHAVA SHEVA,,,,,, 18 56 60 N ,72 57 59 E,18.933333333333334,72.95,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Chhatrapati Shivaji Maharaj Airport
58,IN,OKHA, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar, Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 22 27 59 N ,69 4 10 E,22.45,69.06666666666666, Seaport , Small ,Yes,173.0,,No,Yes, Small , Good , Over 500 feet in length , Coastal Natural ,,,Yes,Yes,No,26 - 30 ft,26 - 30 ft,3.0,36 - 40 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Mundra Airport
59,IN,PANAJI, Panaji Port Authority ,"Port Office Panaji Port Panaji, Goa 403001 India", 91 832 222 5070 , 91 832 242 1483 ,, 15 30 0 N ,73 49 24 E,15.5,73.81666666666666, Harbor , Small ,Yes,173.0,63111/0,No,Yes,Very Small,Poor,less than 500 feet,Coastal Natural,,Yes,No,No,No,11 - 15 ft,11 - 15 ft,2.0,46 - 51 ft,,Yes,Yes,,,Yes,,,,,,,,No,No,No,,Yes,,,Yes,,,,,Goa Airport Airport
60,IN,PARADIP, Paradip Port Trust ,"P. O. Paradip Port District Cuttack Paradip, Orissa 754 142 India", 06722 222046 , 06722 222256 , chmppt@paradipport.gov.in , 20 15 0 N ,86 40 0 E,20.25,86.66666666666669, Seaport , Large ,Yes,173.0,,No,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,Yes,,Yes,Yes,No,46 - 50 ft,36 - 40 ft,2.0,46 - 50 ft,46 - 51 ft,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",,Biju Patnaik International Airport
61,IN,PINDHARA,,,,,, 22 26 35 N ,69 50 26 E,22.43333333333333,69.83333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Jamnagar Airport
62,IN,PIPAVAV,,,,,, 20 57 59 N ,71 33 19 E,20.95,71.55,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Diu Airport
63,IN,PONDICHERRY, Pondicherry Port Authority ,"No 1, Rue Dumas Pondicherry 605001 India", 91 413 233 7114 ,, port@pon.nic.in , 11 55 59 N ,79 49 59 E,11.916666666666664,79.81666666666666," Pier, Jetty or Wharf ", Very Small ,Yes,173.0,63260,No,Yes, Small , Poor , Over 500 feet in length , Open Roadstead ,,No,No,,No,36 - 40 ft, 6 - 10 feet 1.8 - 3 meters ,1.0,26 - 30 ft,,No,Yes,Yes,No,Yes,Yes,,,,,,Yes,,Yes,,,No,No,No,Yes,No, Limited ,Up to 200 tons,Up to 656 ft,Puducherry Airport
64,IN,PORBANDAR, Gujarat Maritime Board ,"Sector 10-A, Opp. Air Force Station Gandhinagar, Gujarat 382 010 India", 079-23238346 , 079-23234703 , gmbad1@sancharnet.in , 21 38 18 N ,69 36 3 E,21.63333333333333,69.6, Seaport , Medium ,Yes,173.0,63070,No,Yes, Very Small , Fair , Over 500 feet in length , Coastal Natural ,,Yes,No,No,No,41 - 45 ft,31 - 35 ft,2.0, 56 - 60 feet 17.1 - 18.2 meters ,,Yes,Yes,Yes,No,Yes,Yes,Yes,,,Yes,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Porbandar Airport
65,IN,"PORT BLAIR, ANDAMAN IS",,,,,, 11 39 3 N ,92 45 10 E,11.65,92.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Port Blair Airport
66,IN,RATNAGIRI, Maharastra Maritime Board ,"Indian Merchantile Chambers14, R. K. Marg, Ballard Estate Mumbai, Maharashtra 400038 India", 91-22-2692409 , 022-2614331 ,, 16 58 59 N ,73 17 60 E,16.966666666666665,73.28333333333333, Seaport , Small ,Yes,173.0,63100,No,Yes, Very Small , Poor , Up to 500 feet in length , Coastal Natural ,,,Yes,Yes,No,36 - 40 ft,,3.0,26 - 30 ft,31 - 35 ft,No,Yes,No,No,Yes,Yes,No,,,,,,No,No,No,Yes,Yes,,,Yes,,,Up to 200 tons,,Kohlapur Airport
67,IN,REDI, Maharastra Maritime Board ,"Indian Merchantile Chambers14, R. K. Marg, Ballard Estate Mumbai, Maharashtra 400038 India", 91-22-2692409 , 022-2614331 ,, 15 45 40 N ,73 39 55 E,15.75,73.65," Pier, Jetty or Wharf ", Very Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Goa Airport Airport
