,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
12,PH,CAGAYAN DE ORO,,,,,, 8 28 49 N ,124 39 37 E,8.466666666666667,124.65,,,Yes,162.0,,No,Yes,Medium,Good,less than 500 feet,Coastal Natural,,Yes,Yes,,Yes,76 - over ft,36 - 40 ft,2.0,76 - over ft,16 - 20 ft,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,No,Limited,,Up to 656 ft,Cagayan De Oro Airport
13,PH,"CAGAYAN DE ORO, MINDANAO",,,,,, 8 30 44 N ,124 38 0 E,8.5,124.63333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Cagayan De Oro Airport
14,PH,CALACA,,,,,, 13 43 43 N ,121 3 55 E,13.716666666666667,121.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Fernando Airport
15,PH,CEBU CITY,,Cebu Philippines,,,, 10 18 0 N ,123 52 0 E,10.3,123.86666666666666, Seaport , Medium ,Yes,,,Yes,Yes, Medium , Excellent , Over 500 feet in length , Coastal Natural ,,Yes,No,Yes,No,26 - 30 ft,21 - 25 ft,1.0,46 - 50 ft,16 - 20 ft,Yes,Yes,Yes,Yes,Yes,,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"over 1,000 tons",657 ft to 984 ft,Mactan Cebu International Airport
16,PH,CLAVERIA,,,,,, 18 34 59 N ,121 3 40 E,18.566666666666666,121.05,,,Yes,162.0,91140,,Yes,Very Small,Fair,,Coastal Natural,,,Yes,,Yes,76 - over ft,16 - 20 ft,2.0,76 - over ft,,Yes,,Yes,,,Yes,,,,,,,,,,,,Yes,,,,Limited,,,Laoag International Airport
17,PH,CURRIMAO," Philippine Ports Authority, PMO San Ferdo ",Poro Point San Ferdo Philippines, 072 700-2989 , 072 700-25-62 , ppasf@digitelone.com , 17 59 15 N ,120 30 19 E,17.983333333333334,120.5," Pier, Jetty or Wharf ", Very Small ,,,,,Yes, Very Small , Poor ,, Coastal Natural ,,Yes,,,,61 - 65 ft, 6 - 10 feet 1.8 - 3 meters ,2.0, 66 - 75 feet 20.1 - 21.3 meters ,,Yes,Yes,Yes,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Laoag International Airport
18,PH,DAVAO,,,,,, 7 3 52 N ,125 35 34 E,7.05,125.58333333333331,,,Yes,162.0,92153,No,Yes,Small,Good,over 500 feet,Coastal Natural,Yes,Yes,Yes,,Yes,16 - 20 ft,31 - 35 ft,2.0,71 - 75 ft,31 - 35 ft,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Limited,,Up to 656 ft,Francisco Bangoy International Airport
19,PH,"DAVAO, MINDANAO",,,,,, 7 4 0 N ,125 37 59 E,7.066666666666666,125.61666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Francisco Bangoy International Airport
20,PH,DUMAGUETE," Philippine Ports Authority, PMO Dumaguete ","Port Area Looc Dumaguete City, Negros Oriental 6200 Philippines", 035 225-0973 , 035 225-0924 , ppadgte@philwebinc.com , 9 18 0 N ,123 17 60 E,9.3,123.28333333333332," Pier, Jetty or Wharf ", Small ,,162.0,,,Yes, Very Small , Fair , Up to 500 feet in length , Open Roadstead ,Yes,No,,,,76 - over ft,11 - 15 ft,2.0,76 - over ft,,Yes,Yes,,,Yes,,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,,,Negros Oriental Dumaguete Airport
21,PH,GENERAL SANTOS," Philippine Ports Authority, PMO General Santos ",P P A Administration Building Makar General Santos City Philippines, 083 552-4484 , 083 552-4446 , ppa_gensan@yahoo.com , 6 5 59 N ,125 9 0 E,6.083333333333332,125.15," Pier, Jetty or Wharf ", Small ,Yes,162.0,92170,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Natural ,,Yes,No,,No,76 - over ft,36 - 40 ft,2.0, 56 - 60 feet 17.1 - 18.2 meters ,,Yes,Yes,Yes,No,Yes,,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,No,Yes,Yes,,,,Tambler Prinipal Airport
22,PH,GINGOOG,,,,,, 8 49 59 N ,125 5 60 E,8.816666666666666,125.08333333333331,,,Yes,162.0,92025,,Yes,Very Small,Poor,less than 500 feet,Coastal Natural,,,,,Yes,,11 - 15 ft,0.0,76 - over ft,,Yes,Yes,,,,Yes,Yes,,,,Yes,Yes,,Yes,,,,No,,No,,None,,,Butuan Principal Airport
23,PH,HONDAGUA/SIAIN,,,,,, 13 56 38 N ,122 14 19 E,13.933333333333335,122.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Alabat Community Airport Airport
24,PH,"ILIGAN, MINDANAO",,,,,, 8 12 35 N ,124 14 5 E,8.2,124.23333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Iligan Community Airport Airport
25,PH,ILOILO,,,,,, 10 43 45 N ,122 33 10 E,10.716666666666667,122.55,,,Yes,162.0,92356/0,Yes,Yes,Very Small,Good,over 500 feet,Open Roadstead,Yes,Yes,Yes,,No,26 - 30 ft,31 - 35 ft,3.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Moderate,"201 to 1,000 tons",Up to 656 ft,Iloilo International Airport
26,PH,ISABEL,,,,,, 10 56 17 N ,124 24 40 E,10.933333333333335,124.4,,,,162.0,92090,,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,,,,Yes,,76 - over ft,36 - 40 ft,0.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,,,,Ormoc Principal Class 2 Airport
27,PH,JOLO,,,,,, 6 2 60 N ,121 0 0 E,6.033333333333332,121.0,,,Yes,162.0,,No,Yes,Very Small,Good,less than 500 feet,Open Roadstead,,No,Yes,,Yes,76 - over ft,26 - 30 ft,1.0,71 - 75 ft,16 - 20 ft,Yes,Yes,No,No,Yes,Yes,Yes,,,,,,,,,Yes,,Yes,,Yes,,None,Up to 200 tons,,Jolo Airport
28,PH,JORDAN,,,,,, 10 37 53 N ,122 36 24 E,10.616666666666667,122.6,,,,162.0,92356/0,,Yes,Very Small,Good,less than 500 feet,Open Roadstead,,,,,,76 - over ft,31 - 35 ft,4.0,76 - over ft,36 - 40 ft,Yes,Yes,,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,,,,,Iloilo International Airport
29,PH,JOSE PANGANIBAN,,,,,, 14 15 5 N ,122 39 40 E,14.25,122.65,,,Yes,162.0,91080,No,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,,Yes,Yes,,Yes,41 - 45 ft,16 - 20 ft,2.0,26 - 30 ft,16 - 20 ft,Yes,Yes,Yes,No,Yes,Yes,,,No,No,No,No,No,No,No,Yes,,Yes,,Yes,Yes,Emergency only,,,Daet Community Airport Airport
30,PH,"LAOAG, LUZON",,,,,, 18 6 35 N ,120 20 60 E,18.1,120.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Laoag International Airport
31,PH,LIMAY/BATAAN,,,,,, 14 28 10 N ,120 35 0 E,14.466666666666667,120.58333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sangley Airport
32,PH,MANILA," Philippine Ports Authority, PDO Manila/Northern Luzon ",P N R Building South Harbor Manila Philippines, 527-44-14 , 527-44-14 , ppa_manila@ppa.com.ph , 14 37 52 N ,120 58 19 E,14.616666666666667,120.96666666666668, Seaport , Very Large ,Yes,162.0,91297,Yes,Yes, Large , Excellent , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,No,31 - 35 ft,36 - 40 ft,1.0,16 - 20 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",657 ft to 984 ft,Ninoy Aquino International Airport
33,PH,"MARIVELES, LUZON",,,,,, 14 25 59 N ,120 30 0 E,14.416666666666664,120.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sangley Airport
34,PH,MASAO,,,,,, 9 4 27 N ,125 13 45 E,9.066666666666666,125.21666666666668,,,Yes,162.0,,,Yes,Very Small,Poor,less than 500 feet,Coastal Natural,,,,,,6 - 10 ft,16 - 20 ft,2.0,76 - over ft,16 - 20 ft,Yes,Yes,Yes,,,Yes,,Yes,,,,,,,,Yes,,Yes,,Yes,,Limited,,,Butuan Principal Airport
35,PH,MASINLOC,,,,,, 15 36 26 N ,119 55 1 E,15.6,119.91666666666669,,,Yes,162.0,,,Yes,Very Small,Good,,Coastal Natural,,Yes,Yes,,Yes,41 - 45 ft,31 - 35 ft,1.0,71 - 75 ft,31 - 35 ft,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,Yes,,,No,Yes,No,None,,,Iba Airport
36,PH,NASIPIT PORT,,,,,, 8 57 22 N ,125 21 19 E,8.95,125.35,,,Yes,162.0,92310,,Yes,Very Small,Fair,less than 500 feet,River Natural,Yes,Yes,No,Yes,No,21 - 25 ft,41 - 45 ft,2.0,76 - over ft,,Yes,Yes,Yes,No,No,Yes,Yes,,No,No,Yes,Yes,Yes,Yes,No,Yes,,,No,Yes,Yes,Limited,,,Butuan Principal Airport
37,PH,OLONGAPO,,,,,, 13 47 4 N ,120 12 2 E,13.783333333333333,120.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Lubang Community Airport
38,PH,"OZAMIS, MINDANAO",,,,,, 8 8 48 N ,123 50 0 E,8.133333333333333,123.83333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Ozamis Community Airport
39,PH,PAGBILAO,,,,,, 13 55 31 N ,121 46 19 E,13.916666666666664,121.76666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Lucena Airport
40,PH,POLLOC,,,,,, 7 20 60 N ,124 13 0 E,7.333333333333332,124.21666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Cotabato Airport
41,PH,PORO/SAN FERNANDO,,,,,, 16 36 3 N ,120 20 37 E,16.6,120.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,San Fernando Airport
42,PH,PORT IRENE,,,,,, 18 20 11 N ,122 7 19 E,18.33333333333333,122.11666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Lallo Airport
43,PH,"PUERTO PRINCESA, PALAWAN",,,,,, 9 43 50 N ,118 45 28 E,9.716666666666667,118.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Puerto Princesa International Airport
44,PH,PULUPANDAN," Philippine Ports Authority, PMO Pulupandan ",B R E D C O Port 2 Reclamation Area Bacolod City Philippines, 034 435-0415 , 034 435-0415 , LdelaRosa@ppa.com.ph , 10 31 0 N ,122 49 29 E,10.516666666666667,122.81666666666666," Pier, Jetty or Wharf ", Small ,,162.0,92350,,Yes, Very Small , Poor ,less than 500 feet, Open Roadstead ,,Yes,Yes,,Yes,26 - 30 ft, 6 - 10 feet 1.8 - 3 meters ,4.0,36 - 40 ft,21 - 25 ft,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,,Yes,, None ,,,Bacolod Principal Airport
45,PH,QUEZON,,,,,, 9 4 20 N ,118 4 56 E,9.066666666666666,118.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Puerto Princesa International Airport
46,PH,RIO TUBA,,,,,, 8 31 18 N ,117 28 18 E,8.516666666666667,117.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Puerto Princesa International Airport
47,PH,SAN CARLOS,,,,,, 10 29 17 N ,123 24 50 E,10.483333333333333,123.4,,,Yes,162.0,92370,No,Yes,Very Small,Good,,Coastal Breakwater,,,,,,41 - 45 ft,26 - 30 ft,2.0,56 - 60 ft,,,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Limited,,,Bacolod Principal Airport
48,PH,"SAN FERNANDO, LUZON",,,,,, 16 46 28 N ,120 20 57 E,16.766666666666666,120.33333333333331,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,San Fernando Airport
49,PH,SANGI/CEBU,,,,,, 10 19 59 N ,123 40 0 E,10.316666666666666,123.66666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Mactan Cebu International Airport
50,PH,SANTA MARIA,,,,,, 7 44 20 N ,122 8 58 E,7.7333333333333325,122.13333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Siocon Community Airport Airport
51,PH,SUBA-NIPA,,,,,, 7 21 35 N ,122 54 1 E,7.35,122.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Ipil Community Airport Airport
52,PH,SUBIC BAY, Subic Bay Metropolitan Authority ,Subic Bay Philippines, 6347 252-4693 , 6347 252-4241 ,, 14 47 28 N ,120 18 20 E,14.783333333333333,120.3, Seaport , Medium ,Yes,162.0,91286,,Yes, Small , Excellent , Over 500 feet in length , Coastal Natural ,,Yes,Yes,Yes,Yes,76 - over ft,36 - 40 ft,0.0,76 - over ft,76 - over ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,, Limited ,,657 ft to 984 ft,Subic Bay Airport
53,PH,"SURIGAO, MINDANAO",,,,,, 9 46 0 N ,125 28 59 E,9.766666666666667,125.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Surigao Airport
54,PH,TABACO/LEGASPI,,,,,, 13 22 0 N ,123 43 59 E,13.366666666666667,123.71666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Legazpi Principal Class 1 Airport
55,PH,TACLOBAN,,,,,, 11 15 0 N ,125 0 0 E,11.25,125.0,,,Yes,162.0,,,Yes,Small,Good,less than 500 feet,Coastal Natural,Yes,Yes,No,Yes,No,16 - 20 ft,16 - 20 ft,1.0,26 - 30 ft,21 - 25 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,No,No,No,No,No,No,No,Yes,,No,,No,Yes,Limited,,,Daniel Z Romualdez Airport
56,PH,TAGALOAN,,,,,, 8 33 8 N ,124 44 49 E,8.55,124.73333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Cagayan De Oro Airport
57,PH,TAGBILARAN,,,,,, 9 39 0 N ,123 53 18 E,9.65,123.88333333333334,,,Yes,162.0,92320,,Yes,Small,Good,,Open Roadstead,Yes,,,,,21 - 25 ft,16 - 20 ft,1.0,76 - over ft,,,Yes,Yes,,,Yes,Yes,,,,,Yes,,Yes,,,,Yes,,,,None,,,Tagbilaran Principal Airport
58,PH,TAGOLOAN," Philippine Ports Authority, PMO Dumaguete ","Port Area Looc Dumaguete City, Negros Oriental 6200 Philippines", 035 225-0973 , 035 225-0924 , ppadgte@philwebinc.com , 8 19 12 N ,124 27 0 E,8.316666666666666,124.45," Pier, Jetty or Wharf ", Very Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cagayan De Oro Airport
59,PH,TANAUAN,,,,,, 11 5 60 N ,125 1 0 E,11.083333333333336,125.01666666666668,,,,162.0,,,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,,,,Yes,Yes,36 - 40 ft,26 - 30 ft,0.0,,,Yes,Yes,No,No,,Yes,,,,,,,,,,,Yes,No,,No,,None,,,Daniel Z Romualdez Airport
60,PH,TANDOC,,,,,, 14 3 0 N ,123 17 60 E,14.05,123.28333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Daet Community Airport Airport
61,PH,VILLANUEVA,,,,,, 8 35 58 N ,124 46 28 E,8.583333333333334,124.76666666666668,,,,162.0,92290,No,Yes,Very Small,Good,less than 500 feet,Open Roadstead,,,,,,,76 - over ft,0.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,,Yes,,Yes,Yes,None,,,Cagayan De Oro Airport
62,PH,ZAMBOANGA," Philippine Ports Authority, PMO Zamboanga ",R T Lim Boulevard Zamboanga City Philippines, 062 991-2360 , 062 991-2360 , ppazambo@pldtdsl.net , 6 54 39 N ,122 4 39 E,6.9,122.06666666666666," Pier, Jetty or Wharf ", Small ,Yes,162.0,92214,No,Yes, Small , Fair , Up to 500 feet in length , Open Roadstead ,Yes,No,Yes,,Yes,76 - over ft,16 - 20 ft,2.0,71 - 75 ft,36 - 40 ft,Yes,Yes,No,No,Yes,,Yes,,,,,,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,657 ft to 984 ft,Zamboanga Principal Airport
63,PH,SAN VICENTE,,,,,,18 31 N,122 8 E,18.516666666666666,122.13333333333334,,,,162.0,91120,,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,,No,,,,56 - 60 ft,11 - 15 ft,3.0,41 - 45 ft,,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,Yes,,,Yes,Yes,,Yes,Yes,Emergency only,,,Lallo Airport
64,PH,APARRI,,,,,,18 22 N,121 38 E,18.366666666666667,121.63333333333334,,,Yes,162.0,,No,Yes,Very Small,Poor,less than 500 feet,Open Roadstead,Yes,,No,No,Yes,11 - 15 ft,,1.0,66 - 70 ft,,Yes,Yes,Yes,,Yes,Yes,,,No,No,No,No,Yes,Yes,No,Yes,Yes,,,No,Yes,Limited,Up to 200 tons,,Lallo Airport
65,PH,HONDAGUA,,,,,,13 57 N,122 14 E,13.95,122.23333333333332,,,,162.0,,,Yes,Very Small,Fair,over 500 feet,Open Roadstead,,Yes,,Yes,,56 - 60 ft,36 - 40 ft,5.0,56 - 60 ft,,Yes,Yes,No,No,Yes,Yes,Yes,,,,,Yes,,Yes,,,,,,Yes,Yes,Emergency only,Up to 200 tons,,Alabat Community Airport Airport
66,PH,VIRAC,,,,,,13 35 N,124 15 E,13.583333333333336,124.25,,,,162.0,91040,,Yes,Very Small,Good,less than 500 feet,Coastal Natural,,,Yes,,Yes,26 - 30 ft,16 - 20 ft,4.0,51 - 55 ft,,,,,,Yes,,,,,,,,,,,,Yes,,,No,,None,,,Virac Airport
67,PH,TABACO,,,,,,13 22 N,123 44 E,13.366666666666667,123.73333333333332,,,Yes,162.0,91407,No,Yes,Very Small,Poor,over 500 feet,Open Roadstead,,No,Yes,,Yes,21 - 25 ft,26 - 30 ft,2.0,76 - over ft,,Yes,Yes,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,Limited,Up to 200 tons,,Legazpi Principal Class 1 Airport
68,PH,LEGAZPI PORT,,,,,,13 9 N,123 45 E,13.15,123.75,,,Yes,162.0,91407,No,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,,No,No,,Yes,41 - 45 ft,11 - 15 ft,1.0,76 - over ft,31 - 35 ft,Yes,Yes,No,No,,,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,,Yes,,Yes,,Limited,Up to 200 tons,,Legazpi Principal Class 1 Airport
69,PH,SORSOGON,,,,,,12 58 N,124 0 E,12.966666666666667,124.0,,,,162.0,91380,,,Very Small,Excellent,,Coastal Natural,,,,,,6 - 10 ft,0 - 5 ft,3.0,16 - 20 ft,,,,,,,,,,,,,,,,,,Yes,,,,Yes,Emergency only,,,Bacon Community Airport Airport
70,PH,SANTA CRUZ (MARINDUQUE ISL),,,,,,13 30 N,122 4 E,13.5,122.06666666666666,,,,162.0,91335,,Yes,Very Small,Excellent,,Coastal Breakwater,,Yes,,,,76 - over ft,31 - 35 ft,5.0,51 - 55 ft,,No,Yes,Yes,,,,Yes,,,,,,,,,,Yes,No,No,No,No,,,,Marinduque Airport
71,PH,BATANGAS CITY,,,,,,13 45 N,121 3 E,13.75,121.05,,,Yes,162.0,,No,Yes,Medium,Good,over 500 feet,Open Roadstead,Yes,Yes,No,,No,76 - over ft,36 - 40 ft,1.0,71 - 75 ft,46 - 51 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,,Moderate,Up to 200 tons,657 ft to 984 ft,Fernando Airport
72,PH,NASUGBU,,,,,,14 5 N,120 37 E,14.083333333333336,120.61666666666666,,,,162.0,91300,,No,Very Small,Poor,less than 500 feet,Coastal Natural,,Yes,Yes,,Yes,0 - 5 ft,,3.0,26 - 30 ft,,,,,,,,,,,,,,,,,,Yes,,,No,,None,,,Sangley Airport
73,PH,MARIVELES,,,,,,14 26 N,120 29 E,14.433333333333335,120.48333333333332,,,Yes,162.0,91280,No,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,,Yes,Yes,,Yes,11 - 15 ft,46 - 51 ft,1.0,76 - over ft,46 - 51 ft,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,,Major,,Up to 656 ft,Subic Bay Airport
74,PH,CALAPAN,,,,,,13 25 N,121 11 E,13.416666666666664,121.18333333333334,,,,162.0,91300,,Yes,Very Small,Poor,,Open Roadstead,,No,Yes,,Yes,41 - 45 ft,16 - 20 ft,5.0,56 - 60 ft,,,,,,,,Yes,,,,,,,,,,Yes,,,,Yes,,,,Calapan Community Airport
75,PH,ROMBLON,,,,,,12 35 N,122 16 E,12.583333333333336,122.26666666666668,,,,162.0,92450,,Yes,Very Small,Fair,,Coastal Natural,,,,,,76 - over ft,26 - 30 ft,4.0,76 - over ft,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,Yes,,,,Romblon Airport
76,PH,MASBATE,,,,,,12 22 N,123 37 E,12.366666666666667,123.61666666666666,,,Yes,162.0,,,Yes,Small,Excellent,less than 500 feet,Coastal Natural,Yes,,,,,76 - over ft,26 - 30 ft,0.0,76 - over ft,,Yes,Yes,Yes,,Yes,,Yes,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,Limited,,,Masbate Airport
77,PH,LAOANG,,,,,,12 34 N,125 1 E,12.566666666666665,125.01666666666668,,,,162.0,,,,Very Small,Fair,,River Natural,,,,,,11 - 15 ft,6 - 10 ft,4.0,41 - 45 ft,,,,,,,,,,,,,,,,,,Yes,,,Yes,Yes,,,,Catarman Airport
78,PH,BORONGAN,,,,,,11 36 N,125 26 E,11.6,125.43333333333334,,,,162.0,,,Yes,Very Small,Fair,,Open Roadstead,,,,,Yes,76 - over ft,36 - 40 ft,4.0,51 - 55 ft,,,Yes,,,,,,,,,,,,,,,Yes,Yes,,Yes,,,,,Borongan Community Airport
