,Unnamed: 0,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestCOneThirtyCSeventeen
18,16,NZ,NAPIER, Port of Napier Ltd ,PO Box 947 Breakwater Road Napier New Zealand, +64 6 974 4400 , +64 6 974 4408 , info@portofnapier.co.nz ,- 39 28 0 S ,176 51 42 E,-39.46666666666667,176.85, Seaport , Medium ,Yes,127.0,,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,,Yes,No,Yes,Yes,31 - 35 ft,36 - 40 ft,1.0, 66 - 75 feet 20.1 - 21.3 meters ,36 - 40 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,, Moderate ,"201 to 1,000 tons",,Napier Airport
19,17,NZ,NELSON, Port Nelson Limited ,PO Box 844 Nelson New Zealand, + 64 3 548 2099 , +64 3 546 9015 , info@portnelson.co.nz ,- 41 16 0 S ,173 16 0 E,-41.266666666666666,173.26666666666668, Seaport , Medium ,Yes,127.0,,No,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,Yes,,Yes,Yes,,21 - 25 ft,26 - 30 ft,2.0,36 - 40 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,No,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",Up to 656 ft,Nelson Airport
20,18,NZ,NEW PLYMOUTH, Port Taranaki Limited ,Breakwater Road PO Box 348 New Plymouth 4340 New Zealand, 64 6 7510200 , 64 6 7510886 , westgate@westgate.co.nz ,- 39 6 31 S ,174 5 51 E,-39.10861111111111,174.08333333333337, Seaport , Small ,No,127.0,,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,Yes,21 - 25 ft,31 - 35 ft,10.0, 56 - 60 feet 17.1 - 18.2 meters ,31 - 35 ft,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,New Plymouth Airport
21,19,NZ,OAMARU,,,,,,- 45 4 0 S ,171 0 0 E,-45.06666666666667,171.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Oamaru Airport
22,20,NZ,ONEHUNGA, Ports of Auckland Ltd. ,PO Box 1281 Auckland New Zealand, 64 9 366 0055 ,,,- 36 55 50 S ,174 47 4 E,-36.93055555555555,174.78333333333333, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auckland Airport
23,21,NZ,OPUA,,Opua New Zealand,,,,- 35 19 0 S ,174 7 0 E,-35.31666666666667,174.11666666666667, Harbor , Small ,No,127.0,,No,Yes, Very Small , Good , Over 500 feet in length , River Natural ,,,No,Yes,No,21 - 25 ft,21 - 25 ft,2.0,31 - 35 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Kerikeri Bay of Islands Airport
24,22,NZ,OTAGO HARBOUR,,,,,,- 45 49 11 S ,170 37 19 E,-45.819722222222225,170.61666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Dunedin Airport
25,23,NZ,PALMERSTON,,,,,,- 45 17 24 S ,170 25 48 E,-45.29,170.41666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Dunedin Airport
26,24,NZ,PICTON, Port Marlborough New Zealand Limited ,14 Auckland Street Picton 7220 New Zealand, +64 3 520 3399 , +64 3 573 7695 , shipping@pmnz.co.nz ,- 41 16 59 S ,174 1 59 E,-41.28305555555556,174.01666666666668, Harbor , Small ,Yes,127.0,76070,No,Yes, Very Small , Good , Over 500 feet in length , Coastal Natural ,,Yes,Yes,,No,41 - 45 ft,26 - 30 ft,2.0,76 - over ft,,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Woodbourne Airport
27,25,NZ,PORT CHALMERS,,,,,,- 45 39 14 S ,170 38 22 E,-45.65388888888889,170.63333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Dunedin Airport
28,26,NZ,ROTORUA,,,,,,- 38 6 0 S ,176 11 60 E,-38.1,176.18333333333337,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Rotorua Airport
29,27,NZ,TAHAROA TERMINAL,,,,,,- 38 10 31 S ,174 45 16 E,-38.17527777777777,174.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Hamilton Airport
30,28,NZ,TARAKOHE, Tarakohe Harbour Authority ,80 Dodson Road R D I Takaka New Zealand, 64 3 525 9135 , 64 3 525 9135 , pettits@xtra.co.nz ,- 40 51 0 S ,172 54 0 E,-40.85,172.9, Harbor , Small ,,127.0,76080,,Yes, Very Small , Fair ,less than 500 feet, Coastal Natural ,,,,,,11 - 15 ft,21 - 25 ft,5.0,21 - 25 ft,,,Yes,Yes,,Yes,,,,,,,,,,,,,Yes,,Yes,, Limited ,,,Nelson Airport
31,29,NZ,TAURANGA, Port of Tauranga Limited ,Salisbury Avenue Post Bag 1 Mount Maunganui 3030 New Zealand, 00 64 7 572 8899 , 00 64 7 572 8800 , administration@port-tauranga.co.nz ,- 37 42 7 S ,176 12 19 E,-37.70194444444445,176.2, Seaport , Medium ,Yes,127.0,,No,Yes, Small , Good , Over 500 feet in length , Coastal Natural ,,Yes,Yes,Yes,No,31 - 35 ft,31 - 35 ft,2.0, 66 - 75 feet 20.1 - 21.3 meters ,41 - 45 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,,Tauranga Airport
32,30,NZ,TIMARU, PrimePort Timaru ,P. O. Box 544 Timaru New Zealand, 64 3 684 4199 , 64 3 684 5615 , info@primeport.co.nz ,- 44 20 13 S ,171 14 59 E,-44.336944444444455,171.23333333333332, Harbor , Small ,Yes,127.0,76140,No,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,Yes,No,Yes,31 - 35 ft,31 - 35 ft,1.0,41 - 45 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,,Timaru Airport
33,31,NZ,WANGANUI, Ocean Terminals Ltd ,PO Box 623 Castlecliff Wharf Wanganui New Zealand, 64 6 344 7684 , 64 6 344 7524 ,,- 39 54 28 S ,175 0 58 E,-39.907777777777774,175.0, Seaport , Small ,Yes,127.0,76070,No,Yes, Small , Good , Up to 500 feet in length , River Natural ,Yes,,Yes,Yes,Yes,16 - 20 ft,16 - 20 ft,1.0,46 - 50 ft,16 - 20 ft,No,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,,Whanganui Airport
34,32,NZ,WELLINGTON, CentrePort Wellington ,Centre Port House Harbour Quays Wellington 6011 New Zealand, +64 4 495 3800 , +64 4 495 3873 , customerservices@centreport.co.nz ,- 41 15 17 S ,174 46 23 E,-41.25472222222222,174.76666666666668, Seaport , Medium ,Yes,127.0,76071/0,Yes,Yes, Large , Good , Over 500 feet in length , Coastal Natural ,Yes,Yes,No,,No,36 - 40 ft,26 - 30 ft,3.0,31 - 35 ft,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,Up to 200 tons,657 ft to 984 ft,Wellington Airport
35,33,NZ,WESTPORT, Buller Port Services Ltd ,P. O. Box 335 Palmerston Street Westport New Zealand, 64 3 788 8081 , 64 3 788 8081 , westportharbour-nz@xtra.co.nz ,- 41 45 0 S ,171 35 60 E,-41.75,171.58333333333334, Seaport , Medium ,,127.0,,,Yes, Small , Fair , Up to 500 feet in length , River Natural ,,Yes,Yes,Yes,,21 - 25 ft,11 - 15 ft,2.0, 56 - 60 feet 17.1 - 18.2 meters ,,No,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,No,Yes,Yes,Yes,Yes,Yes, Moderate ,,,Westport Airport
36,34,NZ,WHAKAAROPAI TERMINAL,,,,,,- 39 28 34 S ,173 53 55 E,-39.476111111111116,173.88333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,New Plymouth Airport
37,35,NZ,WHANGAREI, Northland Regional Council ,"Private Bag 9021 Whangarei, North Island New Zealand", 64 9 438 4639 , 64 9 438 0012 , mailroom@nrc.govt.nz ,- 35 49 59 S ,174 30 0 E,-35.83305555555556,174.5, Harbor , Small ,,127.0,,No,Yes, Small , Good , Over 500 feet in length , River Natural ,Yes,,No,Yes,No,21 - 25 ft,26 - 30 ft,2.0, 66 - 75 feet 20.1 - 21.3 meters ,51 - 55 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"over 1,000 tons",,Whangarei Airport
38,36,NZ,WHANGAROA,,,,,,-35 3 S,173 46 E,-35.05,173.76666666666668,,,,127.0,,,Yes,Very Small,Excellent,less than 500 feet,Coastal Natural,,Yes,,,,51 - 55 ft,16 - 20 ft,6.0,26 - 30 ft,,,,,,,,Yes,,,,,,,,,No,Yes,Yes,No,Yes,Yes,Emergency only,,,Kerikeri Bay of Islands Airport
