,Unnamed: 0,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestCOneThirtyCSeventeen
10,6,KR,KO JUNG,,,,,, 36 18 39 N ,126 31 46 E,36.3,126.51666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Seosan Airport
11,5,KR,KOJE,,,,,, 34 48 37 N ,128 43 1 E,34.8,128.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Jinhae Airport
12,7,KR,KUNSAN, Gunsan Regional Maritime Affairs and Fisheries Office ,"1530-5 Soryong-dong Gunsan-si, Jeollabuk-do 573-882 Korea, South", 82-63-441-2222 , 82-63-441-2351 ,, 35 58 38 N ,126 41 59 E,35.96666666666667,126.68333333333334, Seaport , Large ,Yes,157.0,95082/7,No,Yes, Small , Fair , Over 500 feet in length , River Natural ,,,No,,No,11 - 15 ft,21 - 25 ft,7.0,16 - 20 ft,11 - 15 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,No,Yes,No,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Gunsan Airport
13,8,KR,KWANGYANG, Yeosu Regional Maritime Affairs and Fisheries Office ,"335-1 Sujeong-dong Yeosu City 550-705 Korea, South", 061-650-6000 , 061-654-2358 , ohkt@momaf.go.kr , 34 56 43 N ,127 35 32 E,34.93333333333333,127.58333333333331, Seaport , Large ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yeosu Airport
14,9,KR,MASAN, Masan Regional Maritime Affairs and Fisheries Authority ,"Masan Korea, South", 055-249-0303 , 055-245-0685 ,, 35 11 56 N ,128 34 22 E,35.18333333333333,128.56666666666666, Seaport , Large ,Yes,157.0,95147,No,Yes, Small , Good , Over 500 feet in length , Coastal Natural ,Yes,Yes,Yes,Yes,Yes,31 - 35 ft,36 - 40 ft,2.0,21 - 25 ft,16 - 20 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Jinhae Airport
15,10,KR,MOGPO, Mokpo Regional Maritime Affairs and Fisheries Office ,"1101 Okam-Dong Mokpo city Korea, South", 82-61-280-1700 , 82-61-280-1616 ,, 34 45 43 N ,126 23 39 E,34.75,126.38333333333334, Seaport , Large ,Yes,,,No,Yes, Small , Good , Over 500 feet in length , River Natural ,No,Yes,Yes,,No,26 - 30 ft,11 - 15 ft,3.0,76 - over ft,46 - 50 ft,Yes,Yes,Yes,,Yes,Yes,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",,Mokpo Airport
16,30,KR,MOKPO,,,,,,34 47 N,126 23 E,34.78333333333333,126.38333333333334,,,Yes,157.0,95086,No,Yes,Medium,Good,less than 500 feet,River Natural,No,Yes,Yes,,No,71 - 75 ft,46 - 51 ft,3.0,71 - 75 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Limited,"201 to 1,000 tons",,Mokpo Airport
17,11,KR,MUKHO,,,,,, 37 34 20 N ,129 6 25 E,37.56666666666667,129.1,,,Yes,157.0,95162,No,Yes,Very Small,Fair,less than 500 feet,Coastal Breakwater,,,Yes,,No,26 - 30 ft,26 - 30 ft,1.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Emergency only,"201 to 1,000 tons",,Gangneung Airport
18,12,KR,OKKYE,,,,,, 37 35 40 N ,129 4 36 E,37.583333333333336,129.06666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Gangneung Airport
19,13,KR,OKPO,,,,,, 34 52 31 N ,128 43 24 E,34.86666666666667,128.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Jinhae Airport
20,14,KR,ONSAN,,,,,, 35 25 59 N ,129 20 60 E,35.416666666666664,129.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Ulsan Airport
21,15,KR,POHANG, Pohang Regional Maritime Affair and Fisheries Office ,"(791-120) 58-7 Hanggu-dong Buk-gu Pohang Korea, South", 054-242-1812 , 054-247-2122 ,, 36 1 59 N ,129 22 19 E,36.016666666666666,129.36666666666667, Seaport , Medium ,Yes,157.0,95167,,Yes, Very Small , Good , Over 500 feet in length , Open Roadstead ,,Yes,No,,Yes,31 - 35 ft,11 - 15 ft,1.0,26 - 30 ft,21 - 25 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,,,Pohang Airport
22,16,KR,PUSAN, Busan Port Authority ,"79-9, Jungan-Dong 4 G A Jung-Gu Busan 600-016 Korea, South", 82-51-999-3000 ,, bpamaster@busanpa.com , 35 5 53 N ,129 2 8 E,35.083333333333336,129.03333333333333, Seaport , Large ,Yes,157.0,95151/2,Yes,Yes, Large , Good , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,No,36 - 40 ft,21 - 25 ft,1.0,16 - 20 ft,21 - 25 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"201 to 1,000 tons",657 ft to 984 ft,Busan Gimhae International Airport
23,17,KR,PYEONG TAEK, Pyeongtaek Regional Maritime Affairs and Fisheries Office ,"566 Manho-Ii Poseung-myun Pyeongtaek, Gyeonggi 451-821 Korea, South", 82-31-683-0313 , 82-31-680-7219 ,, 36 56 36 N ,127 0 6 E,36.93333333333333,127.0, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suwon Airport
24,29,KR,PYEONGTAEK HANG,,,,,,37 0 N,126 48 E,37.0,126.8,,,,157.0,95068,,,Medium,Fair,over 500 feet,River Natural,,Yes,No,No,No,71 - 75 ft,46 - 51 ft,8.0,76 - over ft,46 - 51 ft,Yes,Yes,,,,,Yes,,,Yes,,,Yes,,,,Yes,No,,Yes,No,,,,Suwon Airport
25,18,KR,PYUNGTAEK,,,,,, 36 54 31 N ,126 58 35 E,36.9,126.96666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Suwon Airport
26,19,KR,SAMCHEON PO,,,,,, 34 52 8 N ,128 3 11 E,34.86666666666667,128.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sacheon Airport
27,20,KR,SAMCHOK, Donghae Regional Maritime Affairs and Fisheries Office ,"606 Songjung-dong Donghae City 240-716 Korea, South", 033-520-0400 , 033-522-1390 ,, 37 26 23 N ,129 11 20 E,37.43333333333333,129.18333333333334," Pier, Jetty or Wharf ", Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gangneung Airport
28,21,KR,SEOUL,,,,,, 37 33 8 N ,126 54 11 E,37.55,126.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Seoul Gimpo International Airport
29,34,KR,SOKCH'O HANG,,,,,,38 12 N,128 36 E,38.2,128.6,,,,157.0,,,,Very Small,Excellent,,Coastal Breakwater,Yes,,,,,26 - 30 ft,26 - 30 ft,0.0,26 - 30 ft,,,No,No,,,,,,,,,,,,,,,,,Yes,,Major,,,Sokcho Airport
30,22,KR,SOKCHO, Donghae Regional Maritime Affairs and Fisheries Office ,"606 Songjung-dong Donghae City 240-716 Korea, South", 033-520-0400 , 033-522-1390 ,, 38 13 46 N ,128 34 45 E,38.21666666666667,128.56666666666666, Harbor , Small ,,,,,, Very Small , Fair ,, Coastal Breakwater ,Yes,,,,,11 - 15 ft,21 - 25 ft,,21 - 25 ft,,,No,No,,,,,,,,,,,,,,,,,Yes,, Major ,,,Sokcho Airport
31,23,KR,TONGHAE, Donghae Regional Maritime Affairs and Fisheries Office ,"806 Cheongok-dong Donghae City, Gangwon 240-716 Korea, South", 033-533-3011 , 033-533-1415 ,, 37 29 59 N ,129 7 40 E,37.48333333333333,129.11666666666667, Seaport , Medium ,,157.0,95162,,Yes, Very Small , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,,,,Yes,41 - 45 ft,21 - 25 ft,0.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,, Limited ,,,Gangneung Airport
32,24,KR,ULSAN, Ulsan Regional Maritime Affairs and Fisheries Office ,"139-19, Maeamdong Namgu Ulsan Korea, South", 82-52-228-500 , 82-52-558-5549 ,, 35 29 47 N ,129 25 47 E,35.48333333333333,129.41666666666666, Seaport , Large ,Yes,157.0,95160/1,,Yes, Very Small , Fair , Over 500 feet in length , River Natural ,Yes,Yes,No,Yes,Yes,36 - 40 ft,26 - 30 ft,1.0,36 - 40 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,"201 to 1,000 tons",657 ft to 984 ft,Ulsan Airport
33,25,KR,YEOSU,,,,,, 34 44 18 N ,127 44 56 E,34.73333333333333,127.73333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yeosu Airport
34,26,KR,YOSU, Yeosu Regional Maritime Affairs and Fisheries Office ,"335-1 Sujeong-dong Yeosu city 550-705 Korea, South", 061-650-6000 , 061-654-2358 , http://yeosu.momaf.go.kr/ , 34 43 27 N ,127 42 21 E,34.71666666666667,127.7, Seaport , Medium ,Yes,157.0,95138,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,,,,31 - 35 ft,11 - 15 ft,2.0,46 - 50 ft,36 - 40 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,985 ft and over,Yeosu Airport
