,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
14,IT,CARLOFORTE, Carloforte Port Authority ,"Capitaneria di Porto Uff Circondariale Marittimo Carloforte, Sardinia, C A 09014 Italy", 39 0781 854023 , 39 0781 854023 ,, 39 8 60 N ,8 19 0 E,39.13333333333333,8.316666666666666, Harbor , Small ,,131.0,,,Yes, Very Small , Fair ,, Coastal Breakwater ,,,,,Yes,16 - 20 ft,16 - 20 ft,0.0,11 - 15 ft,,Yes,Yes,No,No,Yes,,Yes,,Yes,,,,Yes,,,,Yes,,,Yes,, Limited ,"201 to 1,000 tons",,Decimomannu Airport
15,IT,CASTELLAMMARE DI STABIA, Castellammare di Stabia Port Authority ,"Capitaneria di Porto Piaz Incrociatore S Giorgio n4 Castellammare di Stabia, N A Italy", 39 081 871 1086 , 39 081 871 1086 ,, 40 42 0 N ,14 28 59 E,40.7,14.466666666666667, Harbor , Small ,,131.0,53166/1,,Yes, Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,Yes,,,Yes,31 - 35 ft,11 - 15 ft,0.0,61 - 65 ft,,Yes,Yes,Yes,,,Yes,Yes,,,,,,Yes,Yes,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Napoli Capodichino Airport
16,IT,CATANIA, Autorita Portuale di Catania ,"Via Cardinale Dusmet 2/ P C I R C U M Catania, C T 95131 Italy", 39 095 535888 , 39 095 536031 , info@porto.catania.it , 37 28 59 N ,15 4 59 E,37.46666666666667,15.066666666666665, Harbor , Small ,,131.0,53184,No,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,,Yes,No,,Yes,36 - 40 ft,16 - 20 ft,0.0, 66 - 75 feet 20.1 - 21.3 meters ,26 - 30 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Catania Fontanarrosa Airport
17,IT,CHIOGGIA, Chioggia Capitaneria di Porto ,"Piazza Marinai d' Italia Chioggia, V E 30015 Italy", 39 041 550 8211 , 39 041 404741 , aspo@portodichioggia.it , 45 12 27 N ,12 17 45 E,45.2,12.283333333333333, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezia Lido Airport
18,IT,CIRO MARINA,,,,,, 39 22 45 N ,17 7 50 E,39.36666666666667,17.116666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Crotone Airport
19,IT,CIVITAVECCHIA, Autorita Portuale Civitavecchia ,"Molo Vespucci Civitavecchia, R M 00053 Italy", 39 0766 366201 , 39 0766 366243 , civitavecchia@portidiroma.it , 42 5 47 N ,11 47 14 E,42.083333333333336,11.783333333333333, Seaport , Medium ,Yes,131.0,53111,No,Yes, Medium , Good , Over 500 feet in length , Coastal Breakwater ,,Yes,No,,No,41 - 45 ft,16 - 20 ft,0.0,76 - over ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,,Viterbo Airport
20,IT,CROCE,,,,,, 41 8 24 N ,14 6 35 E,41.13333333333333,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Capua Airport
21,IT,CROTONE, Crotone Port Authority ,"Capitaneria di Porto Crotone, K R 88074 Italy", 39 0962 20721 , 39 0962 290 2094 ,, 39 4 44 N ,17 6 50 E,39.06666666666667,17.1, Harbor , Small ,,131.0,54041,,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,,Yes,,,,11 - 15 ft,21 - 25 ft,1.0,46 - 51 ft, 6 - 10 feet 1.8 - 3 meters ,Yes,,Yes,,,Yes,Yes,,,,,Yes,,,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Crotone Airport
22,IT,ENNA,,,,,, 37 34 14 N ,14 16 16 E,37.56666666666667,14.266666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sigonella Airport
23,IT,FAENZA,,,,,, 44 17 32 N ,11 52 34 E,44.28333333333333,11.866666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Lugo Di Romagna Airport
24,IT,FIUMICINO, Fiumicino Port Authority ,"Ufficio Locale Marittimo Via de Traiano 7/1 Fiumicino, R M 00054 Italy", 39 06 656171 ,,, 41 46 0 N ,12 13 59 E,41.766666666666666,12.216666666666667, Harbor , Small ,Yes,131.0,53147,Yes,Yes, Very Small , Fair , Over 500 feet in length , Lake or Canal ,No,Yes,No,Yes,No,11 - 15 ft,11 - 15 ft,0.0,11 - 15 ft,46 - 50 ft,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,Yes,,,Yes,No,,Yes,Yes, Limited ,Up to 200 tons,,Roma Fiumicino Airport
25,IT,FOLLONICA, Follonica Port Authority ,"Ufficio Locale Marittimo Follonica, G R Italy",,,, 42 55 14 N ,10 45 42 E,42.91666666666666,10.75," Pier, Jetty or Wharf ", Very Small ,,,,,Yes, Very Small , Poor ,, Open Roadstead ,,Yes,,,,,26 - 30 ft,,36 - 40 ft,16 - 20 ft,Yes,,Yes,,,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,, Limited ,,,Grosseto Airport
26,IT,FORMIA, Formia Port Authority ,"Ufficio Locale Marittimo Piazzle Vespucci Formia, L T 04024 Italy", 39 0771 21552 , 39 0771 464724 ,, 41 15 11 N ,13 36 4 E,41.25,13.6, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquino Airport
27,IT,GAETA, Gaeta Port Authority ,"Capitaneria di Porto Via Docible 25 Gaeta, L T 04024 Italy", 39 0771 460100 , 39 0771 464724 , gaeta@guardiacostiera.it , 41 13 0 N ,13 34 0 E,41.21666666666667,13.566666666666665, Harbor , Small ,Yes,131.0,53133,No,Yes, Small , Poor , Over 500 feet in length , Coastal Natural ,,Yes,No,,No,76 - over ft,11 - 15 ft,1.0,41 - 45 ft,31 - 35 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Aquino Airport
28,IT,GALLIPOLI, Gallipoli Port Authority ,"Capitaneria di Porto Lungomare Marconi Gallipoli, L E Italy", 39 0833 266862 , 39 0833 264023 ,, 40 3 32 N ,18 0 13 E,40.05,18.0, Harbor , Small ,,131.0,,,Yes, Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,,,,,36 - 40 ft,11 - 15 ft,0.0,36 - 40 ft,,Yes,Yes,Yes,,,Yes,,,,,,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Lecce Galatina Airport
29,IT,GENOVA, Autorita Portuale De Genova ,"Palazzo San Giogio Via della Mercanzia 2 Genoa, G E 16123 Italy", 39 010 241 2793 , 39 010 241 2309 , info@porto.genova.it , 44 24 52 N ,8 54 54 E,44.4,8.9, Seaport , Large ,Yes,131.0,53104/1,Yes,Yes, Large , Excellent , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,No, 56 - 60 feet 17.1 - 18.2 meters ,16 - 20 ft,1.0,26 - 30 ft,31 - 35 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",985 ft and over,Genoa Airport
30,IT,GIARDINI, Locamare Giardini ,"Via Lungomare Schiso No 1 Giardini Naxos, M E 98035 Italy", 39 0942 51911 , 39 0942 51911 ,, 37 49 0 N ,15 16 0 E,37.81666666666667,15.266666666666667, Harbor , Small ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catania Fontanarrosa Airport
31,IT,GIOIA TAURO,,"Contrada Lamia Gioia Tauro, R C 89013 Italy", 39 0966 766415 , 39 0966 505438 , info@portodigioiatauro.it , 38 25 29 N ,15 53 35 E,38.41666666666666,15.883333333333333, Seaport , Medium ,,131.0,53011,No,Yes, Small , Excellent , Up to 500 feet in length , Coastal Breakwater ,Yes,,No,,No,41 - 45 ft,41 - 45 ft,1.0,41 - 45 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Major ,Up to 200 tons,657 ft to 984 ft,Reggio Calabria Airport
32,IT,GOLFO ARANCI, Autorita Portuale d'Olbia e Golfo Aranci ,"Stazione Marittima Isola Bianca Olbia, Sardinia, S S 07026 Italy", 39 0789 204179 , 39 0789 209026 ,, 41 0 0 N ,9 22 11 E,41.0,9.366666666666667, Harbor , Small ,,,,,, Very Small , Fair , Up to 500 feet in length , Coastal Natural ,,Yes,,,Yes,21 - 25 ft,11 - 15 ft,,21 - 25 ft,,,Yes,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,Olbia Costa Smeralda Airport
33,IT,IMPERIA, Imperia Port Authority ,"Capitaneria di Porto Via Scarincio Imperia, I M 18100 Italy", 39 0183 61412 ,,, 43 52 59 N ,8 1 59 E,43.86666666666667,8.016666666666667, Harbor , Small ,,131.0,53100,,Yes, Small , Fair , Over 500 feet in length , Coastal Breakwater ,,Yes,Yes,,Yes,26 - 30 ft,21 - 25 ft,0.0,36 - 40 ft,,Yes,Yes,No,,Yes,Yes,Yes,Yes,,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Riviera Airport Airport
34,IT,ISOLA DELLE FEMMINE,,,,,, 38 11 11 N ,13 14 59 E,38.18333333333333,13.233333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Palermo Boccadifalco Airport
35,IT,LAMPEDUSA, Lampedusa Port Authority ,"Ufficio Locale Marittimo Zona Porto Lampedusa, A G 92010 Italy", 39 0922 970141 , 39 0922 970141 ,, 35 30 0 N ,12 35 60 E,35.5,12.583333333333336, Harbor , Small ,,,,,Yes, Very Small , Poor , Up to 500 feet in length , Coastal Natural ,,Yes,,,,46 - 50 ft,16 - 20 ft,,46 - 50 ft,,,,,,Yes,,Yes,,,,,,,,,,Yes,,,Yes,,,,,Lampedusa Airport
36,IT,LA SPEZIA, Autorita Portuale della Spezia ,"Via del Molo, 1 La Spezia, S P 19126 Italy", 39 0187 546320 , 39 0187 599664 , info@porto.laspezia.it , 44 5 53 N ,9 49 18 E,44.08333333333334,9.816666666666666, Seaport , Large ,Yes,131.0,53106,No,Yes, Medium , Good , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,,No,41 - 45 ft,36 - 40 ft,1.0,31 - 35 ft,36 - 40 ft,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",985 ft and over,Luni Airport
37,IT,LICATA,,,,,, 37 6 3 N ,13 56 9 E,37.1,13.933333333333335,,,,131.0,,,Yes,Very Small,Poor,less than 500 feet,Coastal Breakwater,,Yes,,,,26 - 30 ft,16 - 20 ft,0.0,66 - 70 ft,,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,,Yes,,Yes,Yes,Limited,Up to 200 tons,,Comiso Airport
38,IT,LIPARI, Lipari Port Authority ,"Lipari, M E 98050 Italy",,,, 38 27 57 N ,14 57 22 E,38.45,14.95, Harbor , Small ,,131.0,53181,,Yes, Very Small , Fair ,, Coastal Natural ,,,,,,76 - over ft,21 - 25 ft,0.0,76 - over ft,,Yes,Yes,,,Yes,,Yes,Yes,,,,,,,,,Yes,No,,No,No,,,,Reggio Calabria Airport
39,IT,LIVORNO, Livorno Port Authority ,"Palazzo Rosciano 6 Livorno, L I 57123 Italy", 39 0586 249465 , 39 0586 249514 , info@porto.livorno.it , 43 33 3 N ,10 18 9 E,43.55,10.3, Seaport , Medium ,Yes,131.0,53107,No,Yes, Medium , Good , Over 500 feet in length , Coastal Breakwater ,Yes,,No,No,Yes,36 - 40 ft,41 - 45 ft,1.0,26 - 30 ft,26 - 30 ft,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",985 ft and over,Lucca Airport
40,IT,MANFREDONIA, Capitaneria di Porto ,"Via V Emmanuele Messina, M E 98100 Italy", 39 0884 583871 , 39 0884 587388 ,, 41 37 59 N ,15 55 59 E,41.61666666666667,15.916666666666664, Harbor , Small ,,131.0,54041,,, Small , Good ,less than 500 feet, Coastal Breakwater ,,Yes,,No,Yes,21 - 25 ft,21 - 25 ft,0.0,26 - 30 ft,31 - 35 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Amendola Airport
41,IT,MANTOVA,,,,,, 45 9 31 N ,10 47 18 E,45.15,10.783333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Verona Villafranca Airport
42,IT,MARANELLO,,,,,, 44 19 11 N ,10 31 11 E,44.31666666666667,10.516666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Pavullo Airport
43,IT,MARINA DI CARRARA, Port Authority Marina di Carrara ,"Viale G. Da Verrazzano Marina di Carrara, M S 54036 Italy", 39 0585 787205 , 39 0585 788346 , info@portauthoritymdc.ms.it , 44 2 7 N ,10 2 41 E,44.03333333333333,10.033333333333333, Harbor , Small ,,131.0,53106,,Yes, Very Small , Fair ,, Coastal Breakwater ,,Yes,No,No,No,31 - 35 ft,41 - 45 ft,1.0,46 - 50 ft,,Yes,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Luni Airport
44,IT,MARSALA, Marsala Port Authority ,"Comandante de Porto Piazza Piemonte Lombardo, 38 Marsala, T P 91025 Italy", 39 0923 951184 , 39 0923 951030 , marsala@guardiacostiera.it , 37 47 57 N ,12 25 59 E,37.78333333333333,12.416666666666664, Harbor , Small ,,131.0,52180,,Yes, Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,,,Yes,,16 - 20 ft,16 - 20 ft,0.0,36 - 40 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Trapani Birgi Airport
45,IT,MARZAMEMI,,,,,, 36 44 0 N ,15 6 45 E,36.73333333333333,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Comiso Airport
46,IT,MAZARA DEL VALLO, Mazara del Vallo Port Authority ,"Via Lungomare Fata Morgana sn Mazara del Vallo, T P 91026 Italy", 39 0923 946388 , 39 0923 941020 , mazaradelvallo@guardiacostiera.it , 37 39 7 N ,12 35 48 E,37.65,12.583333333333336, Harbor , Small ,,131.0,52180,,Yes, Very Small , Fair , Up to 500 feet in length , Coastal Tide Gate ,,,,Yes,,11 - 15 ft,26 - 30 ft,0.0,31 - 35 ft,16 - 20 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Trapani Birgi Airport
47,IT,MELILLI OIL TERMINAL,,,,,, 37 6 56 N ,15 13 41 E,37.1,15.216666666666667,,,,131.0,53212,No,,Very Small,Fair,over 500 feet,Open Roadstead,Yes,Yes,No,No,No,71 - 75 ft,,1.0,76 - over ft,56 - 60 ft,Yes,Yes,Yes,,,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,Limited,Up to 200 tons,,Catania Fontanarrosa Airport
48,IT,MESSINA, Messina Port Authority ,"Via V Emanuele 11, n 3 Messina, M E 98100 Italy", 39 090 679991 , 39 090 710120 ,, 38 10 59 N ,15 33 0 E,38.16666666666666,15.55, Harbor , Medium ,Yes,131.0,53184/3,No,Yes, Medium , Good , Over 500 feet in length , Coastal Natural ,,Yes,No,No,No,76 - over ft,21 - 25 ft,1.0,36 - 40 ft, 66 - 75 feet 20.1 - 21.3 meters ,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",657 ft to 984 ft,Reggio Calabria Airport
49,IT,MILANO,,,,,, 45 27 49 N ,9 11 17 E,45.45,9.183333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Milan Bresso Airport
50,IT,MODENA,,,,,, 44 38 42 N ,10 55 53 E,44.63333333333333,10.916666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Modena Marzaglia Airport
51,IT,MOLFETTA, Molfetta Port Authority ,"Ufficio Locale Marittimo Molfetta, B A 70056 Italy", 39 080 911076 , 39 080 911727 ,, 41 11 30 N ,16 35 40 E,41.18333333333333,16.583333333333332, Harbor , Small ,,131.0,54041,,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,,,Yes,Yes,Yes,26 - 30 ft,11 - 15 ft,0.0,,,Yes,Yes,No,No,Yes,Yes,Yes,,,Yes,Yes,,,,,Yes,Yes,Yes,,Yes,Yes, None ,"201 to 1,000 tons",,Bari Palese Airport
52,IT,MONCALIERI,,,,,, 45 0 0 N ,7 24 36 E,45.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Torino Aeritalia Airport
53,IT,NAPOLI, Autorita Portuale di Napoli ,"Piazzale Pisacane Napoli, N A 80133 Italy", 39 081 206929 , 39 081 206888 , info@porto.napoli.it , 40 50 35 N ,14 15 36 E,40.833333333333336,14.25, Seaport , Large ,Yes,131.0,53164,Yes,Yes, Large , Excellent , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,No,36 - 40 ft,26 - 30 ft,1.0,51 - 55 ft,16 - 20 ft,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"over 1,000 tons",985 ft and over,Napoli Capodichino Airport
54,IT,OLBIA, Autorita Portuale d'Olbia e Golfo Aranci ,"Stazione Marittima Isola Bianca Olbia, Sardinia, S S 07026 Italy", 39 0789 204179 , 39 0789 209026 ,, 40 55 59 N ,9 30 0 E,40.91666666666666,9.5, Seaport , Small ,Yes,131.0,,No,Yes, Small , Poor , Up to 500 feet in length , Coastal Natural ,,Yes,No,,No,21 - 25 ft,16 - 20 ft,2.0,71 - 75 ft,,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,"201 to 1,000 tons",,Olbia Costa Smeralda Airport
55,IT,ORTA NOVA,,,,,, 42 20 9 N ,14 24 49 E,42.333333333333336,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Pescara Airport
56,IT,ORTONA, Ortona Port Authority ,"Uff Circondariale Marittimo Ortona, C H 66028 Italy", 39 085 912290 ,,, 42 21 29 N ,14 24 2 E,42.35,14.4, Harbor , Small ,,131.0,54041,,Yes, Very Small , Good , Up to 500 feet in length , Coastal Breakwater ,,Yes,No,,No,21 - 25 ft,16 - 20 ft,0.0,,16 - 20 ft,No,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Pescara Airport
57,IT,PALAU,,,,,, 41 10 0 N ,9 25 0 E,41.16666666666666,9.416666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Olbia Costa Smeralda Airport
