,country,portName,portAuthority,address,phone,fax,email,latitude,longitude,ddLatitude,ddLongitude,portType,portSize,firstPortofEntry,publication,chart,usaRep,medicalFacilities,harborSize,shelter,maxVesselSize,harborType,turningArea,holdingGround,tide,overheadLimit,swell,channel,cargoPier,meanTide,anchorage,oilTerminal,compulsory,available,tugAssistance,tugSalvage,pratique,rail,wharves,medMoor,hundredTonLifts,fiftyTonLifts,twentyTonLifts,zeroTonLifts,fixedCranes,mobileCranes,floatingCranes,longshore,provisions,fuelOil,deck,water,dieselOil,shipRepairs,marineRailroadSize,drydockSize,closestAirField
10,JP,ENA,,,,,, 35 16 12 N ,137 15 0 E,35.266666666666666,137.25,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Nagoya Airport
11,JP,ETAJIMA,,,,,, 34 11 10 N ,132 28 15 E,34.18333333333333,132.46666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Iwakuni Airport
12,JP,FUKUI," City of Fukui, Ports and Harbor Division ",Fukui Japan, +81 77 621 1111 , +81 77 624 9296 ,, 36 12 27 N ,136 8 2 E,36.2,136.13333333333333, Seaport , Medium ,,159.0,95267,,,Very Small,Poor,,Open Roadstead,,,,,Yes,26 - 30 ft,21 - 25 ft,1.0,36 - 40 ft,76 - over ft,No,Yes,,,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,Yes,,None,Up to 200 tons,,Fukui Airport
13,JP,FUKUYAMA,,,,,, 34 23 7 N ,133 22 54 E,34.38333333333333,133.36666666666667,,,Yes,159.0,,No,Yes,Medium,Good,over 500 feet,Coastal Natural,,,No,Yes,No,51 - 55 ft,56 - 60 ft,4.0,51 - 55 ft,16 - 20 ft,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,Limited,,,Hiroshima Airport
14,JP,FUNABASHI, Funabashi Port Office ,"Katsu Port Admin Office5-1 Hama-cho 2-chome Funabashi, Chiba 273-0012 Japan", 81 47 433 1895 ,,, 35 40 26 N ,139 57 9 E,35.666666666666664,139.95, Seaport , Large ,Yes,158.0,,No,, Very Small , Fair ,, Coastal Natural ,,,,,,36 - 40 ft,31 - 35 ft,1.0,41 - 45 ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,,Yes,,Yes,Yes,Yes,,Yes,,Yes,, Limited ,Up to 200 tons,,Shimofusa Airport
15,JP,FURUKAWA,,,,,, 39 52 0 N ,139 49 59 E,39.86666666666667,139.81666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Akita Airport
16,JP,GAMAGORI,,,,,, 34 48 39 N ,137 12 45 E,34.8,137.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Chubu Centrair Airport
17,JP,HACHINOHE, Hachinohe Port Authority ,"1-131 Aza Kitanuma Oaza Kawaragi Hachinohe, Aomori 039-1161 Japan", 81 17 828 2105 ,,, 40 30 12 N ,141 29 24 E,40.5,141.48333333333332, Seaport , Medium ,Yes,,,No,Yes, Very Small , Good , Up to 500 feet in length , Coastal Breakwater ,Yes,Yes,No,Yes,Yes,36 - 40 ft,21 - 25 ft,1.0,21 - 25 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,Up to 656 ft,Hachinohe Airport
18,JP,HAKATA,,,,,, 33 36 4 N ,130 22 32 E,33.6,130.36666666666667,,,Yes,159.0,,No,Yes,Medium,Good,over 500 feet,Coastal Breakwater,,Yes,Yes,,No,46 - 51 ft,46 - 51 ft,2.0,41 - 45 ft,16 - 20 ft,No,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Limited,"201 to 1,000 tons",,Fukuoka Airport
19,JP,HAKODATE," Depertment of Port, Harbar and Airport ","4-13 Shinonome-cho Hakodate, Hokkaido 040-0036 Japan", 81-138-21-3487 , 81-138-26-2656 ,, 41 47 35 N ,140 46 14 E,41.78333333333333,140.76666666666668, Seaport , Medium ,Yes,,,No,Yes, Medium , Excellent , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,,No,31 - 35 ft,31 - 35 ft,1.0,36 - 40 ft,46 - 50 ft,No,Yes,Yes,No,Yes,Yes,Yes,,Yes,Yes,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,,657 ft to 984 ft,Hakodate Airport
20,JP,HAKUI,,,,,, 36 52 25 N ,136 46 37 E,36.86666666666667,136.76666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Noto Airport
21,JP,HAMANDA,,,,,, 34 52 30 N ,132 3 0 E,34.86666666666667,132.05,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Iwami Airport
22,JP,HANNAN (KISHIWADA), Han Port Authority ,"Port Administration Office34-3 Nammatsu-cho Kishiwada City, Osaka 596-0052 Japan", 81 72 439 5261 ,,, 34 39 42 N ,135 24 25 E,34.65,135.4, Seaport , Medium ,,,,,Yes, Small , Fair , Up to 500 feet in length , Coastal Natural ,,,,,,31 - 35 ft,36 - 40 ft,,31 - 35 ft,21 - 25 ft,Yes,,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,,,,Yes,Yes,,Yes,Yes, Limited ,,,Osaka International Airport
23,JP,HATERUMA,,,,,, 24 1 48 N ,123 28 11 E,24.016666666666666,123.46666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Hateruma Airport
24,JP,HIBI,,,,,, 34 27 5 N ,133 55 58 E,34.45,133.91666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kohnan Airport
25,JP,HIBIKINADA, Kitakyushu Seaport and Airport Bureau ,1-2-7 Nishi-Kaigan Moji-Ku Kitakyushu 801-8555 Japan, 81-93-321-5941 , 81-093-321-5933 , kqport@kitaqport.or.jp , 33 56 5 N ,130 49 56 E,33.93333333333333,130.81666666666666, Seaport , Medium ,Yes,159.0,,,Yes,Very Small,Fair,less than 500 feet,Coastal Natural,Yes,,,Yes,,31 - 35 ft,26 - 30 ft,1.0,76 - over ft,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,Yes,,Yes,Yes,,Yes,Yes,Yes,,Yes,,Moderate,,657 ft to 984 ft,Ashiya Airport
26,JP,HIGASHIHARIMA,,,,,, 34 44 57 N ,134 45 45 E,34.73333333333333,134.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kobe Airport
27,JP,HIKARI,,,,,, 33 57 0 N ,131 55 59 E,33.95,131.91666666666666,,,,159.0,,,Yes,Small,Fair,less than 500 feet,Coastal Natural,,,,No,,41 - 45 ft,36 - 40 ft,0.0,,,No,Yes,Yes,,Yes,Yes,,,,,,Yes,,,Yes,Yes,,Yes,,Yes,,Limited,Up to 200 tons,657 ft to 984 ft,Iwakuni Airport
28,JP,HIKI,,,,,, 34 13 36 N ,135 6 43 E,34.21666666666667,135.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kansai International Airport
29,JP,HIMEJI, Himeji Port Administration Office ,"294 Suka Shikama-ku Himeji, Hyogo 672-8063 Japan", 81 79 235 0176 ,,, 34 46 59 N ,134 40 0 E,34.766666666666666,134.66666666666666, Seaport , Medium ,Yes,159.0,,No,Yes, Very Small , Fair , Over 500 feet in length , Coastal Natural ,,,No,,No,46 - 50 ft,31 - 35 ft,1.0, 66 - 75 feet 20.1 - 21.3 meters ,36 - 40 ft,Yes,Yes,Yes,No,No,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,Up to 200 tons,,Kobe Airport
30,JP,HIMEKAWA,,,,,, 37 1 59 N ,137 50 60 E,37.016666666666666,137.83333333333334,,,,159.0,95270,,,Very Small,Fair,over 500 feet,Coastal Natural,,,,,,26 - 30 ft,31 - 35 ft,0.0,76 - over ft,,No,Yes,,,Yes,Yes,Yes,,,Yes,Yes,,Yes,Yes,No,Yes,,Yes,,Yes,,,Up to 200 tons,,Toyama Airport
31,JP,HIRAO, Hirao-cho Town Office ,"Economics Section Hirao Kumage-gun Hirao, Yamaguchi 742-1101 Japan", 81 82 056 7117 , 81 82 056 7123 ,, 33 54 34 N ,132 3 29 E,33.9,132.05, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Iwakuni Airport
32,JP,HIRARA,,,,,, 24 48 25 N ,125 18 21 E,24.8,125.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Miyako Airport
33,JP,HIROHATA, Hirohata Port Office ,"c/o Himeji Port Admin Office294 Suka Shikama-ku, Himeji City, Hyogo 672-8063 Japan", 81 79 235 0176 ,,, 34 46 5 N ,134 38 2 E,34.766666666666666,134.63333333333333, Seaport , Medium ,Yes,159.0,,,, Very Small , Fair ,, Coastal Breakwater ,,,Yes,,, 56 - 60 feet 17.1 - 18.2 meters ,21 - 25 ft,1.0,,,Yes,Yes,Yes,,Yes,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,, Limited ,"over 1,000 tons",,Kobe Airport
34,JP,HIROSHIMA, Hiroshima Port Promotion Association ,"10-52 Motomachi Nakaku, Hiroshima 730-8511 Japan", 81 82 228 2111 , 81 82 223 2463 ,, 34 21 23 N ,132 26 4 E,34.35,132.43333333333334, Seaport , Medium ,,159.0,,No,Yes, Small , Fair , Up to 500 feet in length , Coastal Natural ,,Yes,No,Yes,No,26 - 30 ft,31 - 35 ft,2.0,16 - 20 ft,51 - 55 ft,No,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Moderate ,Up to 200 tons,Up to 656 ft,Iwakuni Airport
35,JP,HITACHI, Hitachi Port Authority ,"Hitachi City Office3-21 Kuji-cho, 1-chome Hitachi, Ibaraki 319-1222 Japan", 81 29 452 4000 , 81 29 453 5337 ,, 36 30 0 N ,140 37 0 E,36.5,140.61666666666667, Seaport , Medium ,,158.0,97100,,, Very Small , Good , Over 500 feet in length , River Basin ,,No,,,,26 - 30 ft,21 - 25 ft,1.0,,21 - 25 ft,No,Yes,Yes,,Yes,Yes,,,Yes,,Yes,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes, Limited ,,,Hyakuri Airport
36,JP,HITACHINAKA,,,,,, 35 51 44 N ,140 43 57 E,35.85,140.71666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Narita International Airport
37,JP,HOFU,,,,,, 34 1 12 N ,131 20 24 E,34.016666666666666,131.33333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yamaguchi Ube Airport
38,JP,HOSOJIMA, Hososhima Port Authority ,"Port Administration Office17371-2 Shinkai Hichiya, Hyuga City, Miyazaki 883-0062 Japan", 81 98 252 5366 , 81 98 252 5368 ,, 32 26 31 N ,131 40 6 E,32.43333333333333,131.66666666666666, Seaport , Medium ,Yes,,,No,Yes, Very Small , Fair , Over 500 feet in length , Coastal Natural ,,,No,,No,31 - 35 ft,31 - 35 ft,4.0,46 - 50 ft,,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,,Yes,,Yes,Yes,Yes,No,Yes,Yes, Limited ,Up to 200 tons,657 ft to 984 ft,Nyutabaru Airport
39,JP,IMABARI, Imabari Port Authority ,"Imabari Port Administration2 Katahara-cho, 1-chome Imabari, Ehime 794-0013 Japan", 81 89 822 4120 , 81 89 822 4121 ,, 34 3 57 N ,133 0 51 E,34.05,133.0, Seaport , Medium ,Yes,,,No,Yes, Small , Fair , Up to 500 feet in length , Coastal Breakwater ,,,No,,No,26 - 30 ft,21 - 25 ft,2.0,41 - 45 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Limited ,,657 ft to 984 ft,Hiroshima Airport
40,JP,IMARI, Imari Port Authority ,"Public Works Office122-4 Shinten-cho Imari, Saga 848-0041 Japan", 81 95 523 4151 ,,, 33 18 3 N ,129 49 29 E,33.3,129.81666666666666, Seaport , Medium ,,159.0,97420,,Yes, Very Small , Fair , Over 500 feet in length , River Natural ,,Yes,,,,46 - 50 ft,16 - 20 ft,2.0,31 - 35 ft,46 - 50 ft,No,Yes,Yes,,Yes,Yes,,Yes,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes, Moderate ,Up to 200 tons,985 ft and over,Nagasaki Airport
41,JP,INNOSHIMA, Innoshima Port Authority ,"Mihara Doboku ( Public Works)1834-65 Enichi-cho Mihara, Hiroshima 723-0015 Japan", 81 84 864 2322 ,,, 34 16 56 N ,133 10 42 E,34.266666666666666,133.16666666666666, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hiroshima Airport
42,JP,ISHIGAKI,,,,,, 24 19 59 N ,124 9 0 E,24.316666666666666,124.15,,,,158.0,97483,,Yes,Very Small,Fair,less than 500 feet,Open Roadstead,,,,,,26 - 30 ft,31 - 35 ft,1.0,71 - 75 ft,,,No,,,Yes,Yes,Yes,,,,,,,,,,,,,,,Emergency only,,,New Ishigaki Airport
43,JP,ISHIKARI, Ishikari Bay New Port Authority ,"PO Box 061-3242202 Shinko-chou, 1-chome Ishikari, Hokkaido 061-3242 Japan", 81 13 364 6661 , 81 13 364 6666 , ba@seagreen.ocn.ne.jp , 43 14 43 N ,141 21 20 E,43.23333333333333,141.35, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sapporo Airport
44,JP,ISHIKARIWAN SHINKO,,,,,, 43 11 33 N ,141 19 58 E,43.18333333333333,141.31666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Sapporo Airport
45,JP,ISHINOMAKI," Port and Harbor Section, City of Ishinomaki ","17-2 Nakajima-cho Ishinomaki, Miyagi Japan", 986-0845 ,,, 38 24 55 N ,141 18 19 E,38.4,141.3, Seaport , Medium ,Yes,,,,Yes, Very Small , Fair ,, River Natural ,Yes,Yes,,Yes,,31 - 35 ft,31 - 35 ft,1.0,31 - 35 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,657 ft to 984 ft,Matsushima Airport
46,JP,ITOZAKI, Itozaki Port Authority ,"Mihara Harbour Bureau840-5 Minato-machi Mihara, Hiroshima 723-0017 Japan", 81 84 867 6107 , 81 84 864 6057 ,, 34 22 55 N ,133 5 24 E,34.36666666666667,133.08333333333334, Seaport , Medium ,,,,,Yes, Very Small , Fair ,, Coastal Natural ,,,,Yes,,26 - 30 ft,21 - 25 ft,2.0,41 - 45 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes, Limited ,,,Hiroshima Airport
47,JP,IWAKUNI, Iwakuni Port Authority ,"557-15 Shozoku6-chome Iwakuni, Yamaguchi 740-0001 Japan", 81 82 721 2495 ,,, 34 9 25 N ,132 14 12 E,34.15,132.23333333333332, Seaport , Medium ,Yes,,,Yes,Yes, Medium , Good , Over 500 feet in length , Coastal Natural ,Yes,Yes,No,,No,36 - 40 ft,21 - 25 ft,2.0,31 - 35 ft,31 - 35 ft,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,No,Yes,Yes, Limited ,,,Iwakuni Airport
48,JP,IYOMISHIMA,,,,,, 34 15 40 N ,132 57 57 E,34.25,132.95,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Hiroshima Airport
49,JP,KAGOSHIMA, Kagoshima Port and Harbour ,"Kagoshima Port Operation Office18-16 Izumi-cho Kagoshima City, Kagoshima 892-0822 Japan", 099-223-3277 , 81 992 241759 , kowan@pref.kagoshima.lg.jp , 31 33 45 N ,130 33 21 E,31.55,130.55, Harbor , Small ,Yes,,,No,Yes, Medium , Fair , Over 500 feet in length , Coastal Breakwater ,Yes,Yes,No,,No,11 - 15 ft,36 - 40 ft,1.0,31 - 35 ft,,No,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,Yes,Yes,,No,Yes,, Limited ,Up to 200 tons,Up to 656 ft,Kagoshima Airport
50,JP,KAINAN, Kai Port Authority ,"c/o Wakayam Shimotsu Port Office22 Chikko, 6-chome Wakayama, Wakayama 640-8287 Japan", 81 734 317266 ,,, 34 8 58 N ,135 11 15 E,34.13333333333333,135.18333333333334, Seaport , Medium ,,,,,Yes, Small , Good , Over 500 feet in length , Coastal Breakwater ,,Yes,Yes,Yes,,36 - 40 ft,16 - 20 ft,2.0,46 - 50 ft,36 - 40 ft,No,Yes,Yes,,Yes,,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,Kansai International Airport
51,JP,KAKOGAWA, Kakogawa Port Authority ,"Kakogawa Doboku Office97-1 Tenjingi, Jike-machi Kakogawa-cho, Kakogawa, Hyogo 675-0066 Japan", 81 79 421 1101 ,,, 34 42 28 N ,134 49 35 E,34.7,134.81666666666666, Seaport , Medium ,Yes,159.0,,No,, Medium , Good , Over 500 feet in length , River Natural ,,,No,,No,36 - 40 ft,21 - 25 ft,0.0,26 - 30 ft,51 - 55 ft,No,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,Yes,,Yes,Yes,,Up to 200 tons,,Kobe Airport
52,JP,KAMAISHI, Kamaishi Port Administration Office ,"5-12 Minato-machi1-chome Kamaishi, Iwate 026-0011 Japan", 81 19 322 0616 ,,, 39 17 0 N ,141 55 9 E,39.28333333333333,141.91666666666666, Seaport , Medium ,Yes,,,No,Yes, Small , Fair , Over 500 feet in length , Coastal Natural ,Yes,Yes,,,,76 - over ft,26 - 30 ft,1.0,31 - 35 ft,26 - 30 ft,No,Yes,Yes,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes, Limited ,"201 to 1,000 tons",,Hanamaki Airport
53,JP,KANAZAWA, Kanazawa Port Authority ,"Port Administration Office12 Minato, 4-chome Kanazawa, Ishikawa 920-0211 Japan", 81-76-225-1516 ,,, 36 36 42 N ,136 36 4 E,36.6,136.6, Seaport , Medium ,,159.0,,,Yes, Small , Fair , Over 500 feet in length , River Basin ,,,,No,,31 - 35 ft,31 - 35 ft,4.0,41 - 45 ft,16 - 20 ft,No,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes, Limited ,,,Komatsu Airport
54,JP,KANDA,,,,,, 33 46 59 N ,131 0 0 E,33.766666666666666,131.0,,,,159.0,,No,Yes,Very Small,Good,over 500 feet,Coastal Natural,,,,Yes,,36 - 40 ft,41 - 45 ft,2.0,21 - 25 ft,,No,Yes,Yes,,Yes,Yes,Yes,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Major,Up to 200 tons,,Kitakyushu Airport
55,JP,KANMON,,,,,, 33 32 23 N ,130 33 0 E,33.53333333333333,130.55,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Fukuoka Airport
56,JP,KANMON KO,,,,,, 33 53 28 N ,130 53 13 E,33.88333333333333,130.88333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Kitakyushu Airport
57,JP,KARATSU, Karatsu Port Authority ,"1-1-59 Jonai Saga, Saga 840-0041 Japan", 81 95 224 2111 ,,, 33 27 45 N ,129 57 42 E,33.45,129.95, Seaport , Medium ,Yes,159.0,,,Yes, Small , Good , Over 500 feet in length , Coastal Natural ,,Yes,,,Yes,16 - 20 ft,11 - 15 ft,2.0,21 - 25 ft,21 - 25 ft,No,Yes,No,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,,Yes,Yes, Limited ,Up to 200 tons,,Iki Airport
58,JP,KASAOKA, Kasaoka Port Authority ,"Ikasa Chiho Shinko-kyoku2-5 Rokuban-cho Kasaoka, Okayama 714-0087 Japan", 81 86 563 5252 ,,, 34 28 49 N ,133 26 31 E,34.46666666666667,133.43333333333334, Seaport , Medium ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Okayama Airport
59,JP,KASHIMA,,,,,, 35 53 60 N ,140 1 0 E,35.88333333333333,140.01666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Shimofusa Airport
60,JP,KASHIWAZAKI,,,,,, 37 22 0 N ,138 33 0 E,37.36666666666667,138.55,,,,159.0,95274,,,Very Small,Fair,,Coastal Natural,,Yes,,,,26 - 30 ft,16 - 20 ft,1.0,76 - over ft,,No,,Yes,,Yes,Yes,,,,,,,,,,,Yes,Yes,,Yes,,Limited,Up to 200 tons,,Sado Airport
61,JP,KAWASAKI, Kawasaki City Port and Harbor Bureau ,"1 Miyamoto-cho, Kawasaki-ku Kawasaki, Kanagawa 210-0004 Japan", 81 44 200 2111 , 81 44 200 3981 , 58kikaku@city.kawasaki.jp , 35 32 20 N ,139 45 8 E,35.53333333333333,139.75, Seaport , Very Large ,Yes,,,No,Yes, Large , Good , Over 500 feet in length , Coastal Breakwater ,,Yes,No,Yes,No,36 - 40 ft,16 - 20 ft,1.0, 56 - 60 feet 17.1 - 18.2 meters ,11 - 15 ft,Yes,Yes,Yes,No,Yes,Yes,Yes,,,,,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes, Major ,"201 to 1,000 tons",657 ft to 984 ft,Tokyo International Airport
62,JP,KEIHIN,,,,,, 35 24 31 N ,139 40 11 E,35.4,139.66666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Tokyo International Airport
